user_id,fullname,abstracts,conflicts
913,Laura MacDarby,"INTRODUCTION
Evidence for continuous EEG monitoring in the pediatric intensive care unit (PICU) is increasing. However, 24/7 access to EEG is not routinely available in most centers, and clinical management is often informed by more limited EEG resources. The experience of EEG was reviewed in a tertiary PICU where 24/7 EEG cover is unavailable.


METHODS
Retrospective EEG and clinical review of 108 PICU patients. Correlations were carried out between EEG and clinical variables including mortality. The role of EEG in clinical decision making was documented.


RESULTS
One hundred ninety-six EEGs were carried out in 108 PICU patients over 2.5 years (434 hours of recording). After exclusion of 1 outlying patient with epileptic encephalopathy, 136 EEGs (median duration, 65 minutes; range, 20 minutes to 4 hours 40 minutes) were included. Sixty-two patients (57%) were less than 12 months old. Seizures were detected in 18 of 107 patients (17%); 74% of seizures were subclinical; 72% occurred within the first 30 minutes of recording. Adverse EEG findings were associated with high mortality. Antiepileptic drug use was high in the studied population irrespective of EEG seizure detection. Prevalence of epileptiform discharges and EEG seizures diminished with increasing levels of sedation.


CONCLUSIONS
EEG provides important diagnostic information in a large proportion of PICU patients. In the absence of 24/7 EEG availability, empirical antiepileptic drug utilization is high.",Martina Healy;Gerard Curley;John C McHugh
914,Elisabeth E M Reus,"PURPOSE
The spike-wave index (SWI) is a key feature in the diagnosis of electrical status epilepticus during slow-wave sleep. Estimating the SWI manually is time-consuming and is subject to interrater and intrarater variability. Use of automated detection software would save time. Thereby, this software will consistently detect a certain EEG phenomenon as epileptiform and is not influenced by human factors. To determine noninferiority in calculating the SWI, we compared the performance of a commercially available spike detection algorithm (P13 software, Persyst Development Corporation, San Diego, CA) with human expert consensus.


METHODS
The authors identified all prolonged EEG recordings for the diagnosis or follow-up of electrical status epilepticus during slow-wave sleep carried out from January to December 2018 at an epilepsy tertiary referral center. The SWI during the first 10 minutes of sleep was estimated by consensus of two human experts. This was compared with the SWI calculated by the automated spike detection algorithm using the three available sensitivity settings: ""low,"" ""medium,"" and ""high."" In the software, these sensitivity settings are denoted as perception values.


RESULTS
Forty-eight EEG recordings from 44 individuals were analyzed. The SWIs estimated by human experts did not differ from the SWIs calculated by the automated spike detection algorithm in the ""low"" perception mode (P = 0.67). The SWIs calculated in the ""medium"" and ""high"" perception settings were, however, significantly higher than the human expert estimated SWIs (both P < 0.001).


CONCLUSIONS
Automated spike detection (P13) is a useful tool in determining SWI, especially when using the ""low"" sensitivity setting. Using such automated detection tools may save time, especially when reviewing larger epochs.",Gerhard H Visser;Fieke M E Cox
915,Vasudeva G Iyer,"PURPOSE
Although there are many case reports on the role of ultrasonography (US) in distal ulnar nerve neuropathy (Guyon canal syndrome), there is a paucity of large series in the literature because of its rarity. During an 8-year period, 33 instances of electrodiagnostically confirmed cases underwent US imaging. These cases were analyzed to determine the role of US in uncovering the cause of distal ulnar nerve neuropathy and its contribution to further management.


METHODS
This was a retrospective study of patients diagnosed with distal ulnar nerve neuropathy based on electrodiagnostic criteria, who also had undergone US (measurement of the cross-sectional area and documentation of causes such as cysts and neuromas).


RESULTS
US showed normal ulnar nerve in 5, cysts in 10, neuromas in 2, and nonspecific enlargement in 16 patients. Surgery was performed in 15 patients, and the US findings were corroborated in those with cysts and neuromas; 1 patient had an aberrant muscle, and two had fibrous bands constricting the ulnar nerve in the Guyon canal (not detected preoperatively by US imaging).


CONCLUSIONS
US imaging detected the underlying cause of distal ulnar nerve neuropathy in a significant percentage of patients, potentially contributing to effective treatment.",
916,Kelsey Mankel,"During successful auditory perception, the human brain classifies diverse acoustic information into meaningful groupings, a process known as categorical perception (CP). Intense auditory experiences (e.g., musical training and language expertise) shape categorical representations necessary for speech identification and novel sound-to-meaning learning, but little is known concerning the role of innate auditory function in CP. Here, we tested whether listeners vary in their intrinsic abilities to categorize complex sounds and individual differences in the underlying auditory brain mechanisms. To this end, we recorded EEGs in individuals without formal music training but who differed in their inherent auditory perceptual abilities (i.e., musicality) as they rapidly categorized sounds along a speech vowel continuum. Behaviorally, individuals with naturally more adept listening skills (""musical sleepers"") showed enhanced speech categorization in the form of faster identification. At the neural level, inverse modeling parsed EEG data into different sources to evaluate the contribution of region-specific activity [i.e., auditory cortex (AC)] to categorical neural coding. We found stronger categorical processing in musical sleepers around the timeframe of P2 (~180 ms) in the right AC compared to those with poorer musical listening abilities. Our data show that listeners with naturally more adept auditory skills map sound to meaning more efficiently than their peers, which may aid novel sound learning related to language and music acquisition.",Jacob Barber;Gavin M Bidelman
917,Manana G Dashniani,"The present study was designed to investigate the effects of okadaic acid intracerebroventricular (ICV) injection on memory function and expression level of α7 subunit of nicotinic acetylcholine receptor (nAChR) and NR2B subunit of NMDA glutamate receptors in the hippocampus, as well as effect of the antidementic drug memantine on okadaic acid induced changes at systemic and molecular levels in rats. Okadaic acid was dissolved in artificial cerebrospinal fluid (aCSF) and injected ICV 200 ng/10 μl. Vehicle control received 10 μl of aCSF ICV bilaterally. Control and okadaic acid injected rats were divided into two subgroups: treated i.p. with saline or memantine (5 mg/kg daily for 13 days starting from the day of okadaic acid injection). Rats were trained in the dual-solution plus-maze task that can be solved by using place or response strategies. The Western immunoblotting was used to determine relative amount of hippocampal receptors protein levels. Obtained data revealed that okadaic acid ICV injected rats were severely impaired at acquiring the place version of the maze accompanied by significant decline in hippocampal α7 subunit of nACh receptors protein levels. Memantine treatment can prevent okadaic acid induced impairment of hippocampal-dependent spatial memory and accompanied by modulation of the expression level of α7 subunit of nACh and NR2B subunit of NMDA receptors in the hippocampus. Thus, our results support the presumption that α7 nACh receptors may play an important role in the cognitive enhancer effects of memantine and emphasize the role of cholinergic-glutamatergic interactions in memory.",Mariam R Chighladze;Revaz O Solomonia;Maia A Burjanadze;Manana Kandashvili;Nino C Chkhikvishvili;Gela V Beselia;Lali B Kruashvili
918,Liusong Yang,"Gliomas are the most common and lethal tumor of the central nervous system (CNS). At present, standard treatment involves chemotherapy and radiotherapy after surgery, but the prognosis for most gliomas remains poor due to tumor heterogeneity and drug resistance. Microtubule-associated protein 2 (MAP2), a microtubule-stabilizing protein, plays a critical role in many cellular processes and may correlate with the proliferation, apoptosis, and drug sensitivity of tumor cells, especially their sensitivity to microtubule-targeting drugs (MTDs). In this study, we investigated the role of MAP2 in gliomas and its relationship to the chemosensitivity of vincristine (VCR), an MTD commonly used in glioma chemotherapy. We downregulated MAP2 expression in glioma cells using RNA interference, observed the resultant changes in the biological characteristics of the cells, and tested their drug sensitivity to VCR by MTT assay. The results show downregulation of MAP2 in glioma cells significantly inhibited cell viability and migration, induced apoptosis, and increased sensitivity to VCR in vitro. Our findings suggest that MAP2 may be a useful molecular marker in MTD chemotherapy and a potential therapeutic target in gliomas.",Xiaoen Xu;Jiajun Zheng
919,Aurelio Ocaña-Fuentes,"Activation of NMDA receptors leads to nitric oxide (NO) synthesis by NO synthase (NOS) from L-arginine. Neuronal NOS colocalizes with somatostatinergic (SRIF) neurons and there is growing evidence of an interaction between NO and the cerebral SRIFergic system in several neurological diseases. Our aim was to study the effect of L-arginine on the regulation of the SRIFergic system in the frontoparietal cortex of male Sprague-Dawley rats. Intraperitoneal administration of L-arginine (150 mg/Kg), twice-daily during eight days, induced a decrease in SRIF receptor density, which was accompanied by a reduction in the capacity of SRIF to stimulate inositol-1,4,5-triphosphate (IP3) accumulation and SRIF-like immunoreactivity (SRIF-LI) levels. To determine if these changes were related to L-arginine-derived NO synthesis, a NOS inhibitor, Nω-nitro-L-arginine methyl ester was coadministered with L-arginine. Its coadministration prevented the reduction in the SRIF receptor density, accumulation of IP3 and SRIF-LI content. These findings indicate that L-arginine induces a deleterious effect on the cortical somatostatinergic system and that the inhibition of NOS could be helpful in some neurological disorders where this neurotransmitter system is affected.",Lilian Puebla-Jiménez;Emma Burgos-Ramos;Gema Muñoz-Acedo;María Del Carmen Boyano-Adánez;Vicente Barrios;Eduardo Arilla-Ferreiro
920,T George Hornby,"BACKGROUND
Individuals with acute-onset central nervous system (CNS) injury, including stroke, motor incomplete spinal cord injury, or traumatic brain injury, often experience lasting locomotor deficits, as quantified by decreases in gait speed and distance walked over a specific duration (timed distance). The goal of the present clinical practice guideline was to delineate the relative efficacy of various interventions to improve walking speed and timed distance in ambulatory individuals greater than 6 months following these specific diagnoses.


METHODS
A systematic review of the literature published between 1995 and 2016 was performed in 4 databases for randomized controlled clinical trials focused on these specific patient populations, at least 6 months postinjury and with specific outcomes of walking speed and timed distance. For all studies, specific parameters of training interventions including frequency, intensity, time, and type were detailed as possible. Recommendations were determined on the basis of the strength of the evidence and the potential harm, risks, or costs of providing a specific training paradigm, particularly when another intervention may be available and can provide greater benefit.


RESULTS
Strong evidence indicates that clinicians should offer walking training at moderate to high intensities or virtual reality-based training to ambulatory individuals greater than 6 months following acute-onset CNS injury to improve walking speed or distance. In contrast, weak evidence suggests that strength training, circuit (ie, combined) training or cycling training at moderate to high intensities, and virtual reality-based balance training may improve walking speed and distance in these patient groups. Finally, strong evidence suggests that body weight-supported treadmill training, robotic-assisted training, or sitting/standing balance training without virtual reality should not be performed to improve walking speed or distance in ambulatory individuals greater than 6 months following acute-onset CNS injury to improve walking speed or distance.


DISCUSSION
The collective findings suggest that large amounts of task-specific (ie, locomotor) practice may be critical for improvements in walking function, although only at higher cardiovascular intensities or with augmented feedback to increase patient's engagement. Lower-intensity walking interventions or impairment-based training strategies demonstrated equivocal or limited efficacy.


LIMITATIONS
As walking speed and distance were primary outcomes, the research participants included in the studies walked without substantial physical assistance. This guideline may not apply to patients with limited ambulatory function, where provision of walking training may require substantial physical assistance.


SUMMARY
The guideline suggests that task-specific walking training should be performed to improve walking speed and distance in those with acute-onset CNS injury although only at higher intensities or with augmented feedback. Future studies should clarify the potential utility of specific training parameters that lead to improved walking speed and distance in these populations in both chronic and subacute stages following injury.


DISCLAIMER
These recommendations are intended as a guide for clinicians to optimize rehabilitation outcomes for persons with chronic stroke, incomplete spinal cord injury, and traumatic brain injury to improve walking speed and distance.",Darcy S Reisman;Irene G Ward;Patricia L Scheets;Allison Miller;David Haddad;Emily J Fox;Nora E Fritz;Kelly Hawkins;Christopher E Henderson;Kathryn L Hendron;Carey L Holleran;James E Lynskey;Amber Walter; 
921,Breiffni Leavy,"BACKGROUND AND PURPOSE
In order for people with Parkinson disease (PwPD) to benefit from neurorehabilitation research, interventions tested in research settings require assessment in real-world clinical practice. There is little evidence for whether efficacious exercise interventions for PwPD remain effective when transferred to standard clinical settings. The aim of this study was to assess the clinical effectiveness of the adapted HiBalance program on balance control and gait among PwPD.


METHODS
Participants (n = 117) with mild-moderate Parkinson disease were consecutively included into either the 10-week HiBalance group training (n = 61) or the control (n = 56) group. The main outcome was balance performance (Mini-BESTest). Secondary outcomes were comfortable gait speed (10-m Walk Test); functional mobility (Timed Up and Go [TUG] test) and dual-task interference (cognitive TUG test); physical activity level (steps per day); perceived balance confidence (Activities-specific Balance Confidence scale) and perceived walking difficulty (Walk-12G) and self-rated health (EQ-5D visual analog scale).


RESULTS
In total, 98 people completed the trial. Compared with controls, the training group showed significant improvement in balance performance (P < 0.001), gait speed (P = 0.001), and dual-task interference (P = 0.04) following the intervention. No group differences were observed for physical activity level or any patient-reported measures.


DISCUSSION AND CONCLUSIONS
Highly challenging balance training is effective at improving balance, gait, and dual-task performance when delivered at a clinically feasible dose, in a range of rehabilitation settings, without direct involvement of the research group.Video Abstract available for more insights from the authors (see the Video, Supplementary Digital Content 1, available at: http://links.lww.com/JNPT/A299).",Conran Joseph;Niklas Löfgren;Hanna Johansson;Maria Hagströmer;Erika Franzén
922,Keerthi Valluru,"HYPOTHESIS
We hypothesize patient-specific flow models to be an adequate in vitro surrogate to allow for characterization of pulsatile tinnitus (PT) that affects three to five million Americans.


BACKGROUND
PT, rhythmic sounds without an extracorporeal source that patients appreciate, can be caused by aberrant blood flow in large cerebral veins near the cochlea. To investigate the sound production mechanism, we created 3D printed flow models based on patient-specific cerebral venous anatomies.


METHODS
Magnetic resonance angiography datasets from two patients with PT were used to generate patient-specific 3D printed flow models. A flow circuit connecting the patient-specific models to a pulsatile, continuous flow pump simulating cardiac cycle was created. Sound recordings were made along the surface of the models using an electronic stethoscope. Peak-to-rms amplitude, and area under the power spectral density (PSD) curve values were computed to evaluate the sound measurements. Wilcoxon rank sum test was used to statistically determine the differences in measurements between the patient-specific models.


RESULTS
In patient-1, the recordings (peak-to-rms) from the internal jugular vein stenosis of baseline model (4.29 ± 1.26 for 146 samples) were significantly louder (p < 0.001) than that of the altered model (3.29 ± 0.96 for 143 samples). In patient-2, the sound measured at the transverse sinus stenosis in the pre-lumbar puncture model (4.84 ± 1.11 for 148 samples) was significantly louder (p < 0.0001) than that of the post-lumbar puncture model (3.14 ± 0.87 for 135 samples).


CONCLUSIONS
The models are able to generate sounds very similar to those appreciated by patients and examiners in the cases of objective PT.",James Parkhill;Ayushi Gautam;Henrik Haraldsson;Evan Kao;Joseph Leach;Alexandra Wright;Megan Ballweber;Karl Meisel;David Saloner;Matthew Amans
923,Alessia Rubini,"OBJECTIVES
The stapedius muscle, tendon, and pyramidal eminence are structures within the retrotympanum. In cholesteatoma surgery, the retrotympanum is a common site of residual disease. The removal of the pyramidal eminence during surgery is sometimes necessary to obtain better visualization of the superior retrotympanum during surgery. Understanding the relational anatomy of structures in the region to the facial nerve allows the surgeon to safely access regional disease. This study aims to better understand the anatomical relationship between the mastoid portion of the facial nerve, the pyramidal eminence, and the stapedius muscle. A secondary aim is to demonstrate that removal of the stapedius muscle in the cadaver model, can increase exposure to the retrotympanic space.


STUDY DESIGN
Anatomical cadaveric observation study.


METHODS
Endoscopic dissection of cadaveric heads was undertaken. Classification of the superior and inferior retrotympanic area was performed. The anatomy of the stapedius muscle was described including relationships, depth, course, and angle with respect to the facial nerve. The pyramidal eminence and stapedius muscle were removed in all specimens and the exposure of the retrotympanum re-evaluated to determine if exposure of the region was increased.


RESULTS
In all cases (11 ears), the stapedius muscle was located medial and anterior to the mastoid portion of the facial nerve, with the second genu superior. The mean antero-posterior distance from the apex of the pyramidal eminence, which the stapedius tendon enters, to the stapes itself was 4.10 mm (range, 2.92-5.73 mm; standard deviation [SD] 0.90 mm). In all cases, irrespective of sinus tympani conformation, removal of the pyramidal eminence and stapedial bony crest in proximity to the facial nerve allowed exposure of the whole retrotympanic region, using a 0-degree endoscope.


CONCLUSIONS
The pyramidal eminence and stapedius muscle have a relatively constant relationship to the facial nerve. Removal of the stapedius muscle in the human cadaver model increases the exposure of the sinus tympani and subpyramidal space. Increased visualization in this region, may reduce risk of residual cholesteatoma in patients.",Nicholas Jufas;Daniele Marchioni;Alexander J Saxby;Jonathan H K Kong;Nirmal P Patel
924,Jay T Rubinstein,"OBJECTIVE
Auditory and vestibular outcomes after placement of a vestibular-cochlear implant in subjects with varying causes of vestibular loss.


STUDY DESIGN
Prospective case study.


SETTING
Tertiary referral center.


PATIENTS
Three human subjects received a vestibular-cochlear implant. Subject 1 had sudden hearing and vestibular loss 10 years before implantation. Subjects 2 and 3 had bilateral Menière's disease with resolution of acute attacks. All subjects had severe-profound deafness in the implanted ear and bilateral vestibular loss.


INTERVENTION
Vestibular-cochlear implant with electrode positions confirmed by CT.


MAIN OUTCOME MEASURES
Electrically-evoked vestibular and cochlear compound action potentials (ECAPs), speech perception, and electrically-evoked slow-phase eye velocities.


RESULTS
Subject 1 had no vestibular ECAP, but normal cochlear ECAPs and cochlear implant function. She had minimal eye-movement with vestibular stimulation. Subject 2 had vestibular ECAPs. This subject had the largest eye velocities from electrical stimulation that we have seen in humans, exceeding 100 degrees per second. Her cochlear implant functions normally. Subject 3 had vestibular and cochlear ECAPs, and robust eye-movements and cochlear implant function.


CONCLUSION
The etiology of vestibular loss appears to have a profound impact on sensitivity of vestibular afferents in distinction to cochlear afferents. If this dichotomy is common, it may limit the application of vestibular implants to diagnoses with preserved sensitivity of vestibular afferents. We speculate it is due to differences in topographic organization of Scarpa's versus the spiral ganglion. In two subjects, the second-generation device can produce higher velocity eye movements than seen in the four subjects receiving the first-generation device.",Leo Ling;Amy Nowack;Kaibao Nie;James O Phillips
925,Emma Inman,"Charcot-Marie-Tooth (CMT) is a hereditary condition that affects the myelin sheath of peripheral nerves causing muscle weakness, atrophy, and peripheral neuropathy. This is a firsthand reflection of living with CMT disease from my personal experience and through my family. I hope this provides informative education to practitioners or individuals who may not be familiar with CMT.",
926,Peter R Dixon,"OBJECTIVE
Explore patient characteristics associated with tinnitus improvement after cochlear implantation.


STUDY DESIGN
Retrospective cohort.


SETTING
Tertiary referral.


PATIENTS
Adults with bilateral severe-to-profound hearing loss and tinnitus.


INTERVENTIONS
Unilateral cochlear implantation.


RESULTS
From 1996 to 2018, 358 patients endorsed pre-implant tinnitus and had ascertainable tinnitus status at 1-year. Clinically significant improvement in Tinnitus Handicap Inventory (THI) (reduction by at least 7-points) was observed in 262 (73.2%) patients, of whom 155 (59.2%) reported complete resolution. Of the 24 characteristics explored, four were identified as independent predictors of improved tinnitus in logistic regression models. In a multivariable model including identified independent predictors, each 10-percentage point increase in baseline hearing in noise test was associated with an 14% reduction in odds of tinnitus resolution or clinically significant improvement (odds ratio [OR] 0.86, 95% confidence limits [CL] 0.77, 0.96) and preoperative use of a hearing aid in the contralateral ear was associated with a 72% reduction (OR 0.28; 95% CL 0.11, 0.73). Each 10-point increase in baseline Hearing Handicap Inventory for Adults (HHI) score was associated with a 28% increase in odds of tinnitus improvement (OR 1.28; 95% CL 1.07, 1.54). Higher baseline burden of tinnitus was associated with higher odds of tinnitus improvement (OR 1.21 per 10-point THI increase, 95% CL 1.04, 1.40).


CONCLUSIONS
Worse residual hearing and higher baseline hearing and tinnitus handicap are associated with higher odds of tinnitus improvement. Expectations of patients seeking reduced tinnitus burden following cochlear implantation should be managed by counselling regarding odds of tinnitus improvement compared to those with similar residual hearing and tinnitus burden.",Matthew Crowson;David Shipp;Kari Smilsky;Vincent Y Lin;Trung Le;Joseph M Chen
927,Sini Sipari,"OBJECTIVES
To investigate the benefits of the image fusion technique for precise postoperative assessment of intracochlear placement with six different electrode arrays.


STUDY DESIGN
Consecutive retrospective case study.


SETTINGS
Tertiary referral center.


PATIENTS
Analyses of imaging data of 30 patients implanted with six different electrode arrays.


INTERVENTIONS
Electrode reconstructions obtained from postoperative cone-beam computed tomography (CBCT) were overlaid onto preoperative magnetic resonance imaging (MRI) and/or high-resolution computed tomography (HRCT) registrations to create artefact-free images.


MAIN OUTCOME MEASURES
Each electrode's intracochlear position was analyzed with the image fusion reconstructions and compared with the results obtained by CBCT alone. The electrode location was classified according to its position in relation to the basal membrane at four different insertion angles.


RESULTS
In 40 out of 151 measurements (26.5%), the location grading obtained by CBCT alone changed after the assessment with the image fusion reconstructions. A significant association was found between deep insertions (over 360 degrees) and the effectiveness of image fusion (p = 0.019). The difference between the impact of the fusion technique for the basal turn versus the apical part was highly significant (p = 0.001). There was no significant difference between the effectiveness of the image fusion and the different electrodes.


CONCLUSIONS
By utilizing an image fusion technique, a more accurate assessment of electrode placement could be achieved for all types of electrodes. Image fusion was especially beneficial for insertions beyond 360 degrees.",Matti Iso-Mustajärvi;Mervi Könönen;Heikki Löppönen;Aarno Dietz
928,Nicholas J Thompson,"HYPOTHESIS
Patients with moderate-to-severe unilateral conductive hearing loss (UCHL) can make use of binaural difference cues when stimuli are presented at a high enough intensity to provide audibility in the affected ear.


BACKGROUND
Spatial hearing is essential for listening in complex environments and sound source localization. Patients with UCHL have decreased access to binaural difference cues, resulting in poorer spatial hearing abilities compared with listeners with normal hearing.


METHODS
Twelve patients with moderate-to-severe UCHL, most due to atresia (83.3%), and 12 age-matched controls with normal hearing bilaterally participated in this study. Outcome measures included: 1) spatial release from masking, and 2) sound source localization. Speech reception thresholds were measured with target speech (Pediatric AzBio sentences) presented at 0 degree and a two-talker masker that was either colocated with the target (0 degree) or spatially separated from the target (symmetrical, ±90 degrees). Spatial release from masking was quantified as the difference between speech reception thresholds in these two conditions. Localization ability in the horizontal plane was assessed in a 180 degree arc of 11 evenly-spaced loudspeakers. These two tasks were completed at 50 and 75 dB SPL.


RESULTS
Both children and adults with UCHL performed more poorly than controls when recognizing speech in a spatially separated masker or localizing sound; however, this group difference was larger at 50 than 75 dB SPL.


CONCLUSION
Patients with UCHL experience improved spatial hearing with the higher presentation level, suggesting that the auditory deprivation associated with a moderate-to-severe UCHL does not preclude exposure to-or use of-binaural difference cues.",Stacey L G Kane;Nicole E Corbin;Michael W Canfarotta;Emily Buss
929,Alessia Rubini,"OBJECTIVES
The stapedius muscle, tendon, and pyramidal eminence are structures within the retrotympanum. In cholesteatoma surgery, the retrotympanum is a common site of residual disease. The removal of the pyramidal eminence during surgery is sometimes necessary to obtain better visualization of the superior retrotympanum during surgery. Understanding the relational anatomy of structures in the region to the facial nerve allows the surgeon to safely access regional disease. This study aims to better understand the anatomical relationship between the mastoid portion of the facial nerve, the pyramidal eminence, and the stapedius muscle. A secondary aim is to demonstrate that removal of the stapedius muscle in the cadaver model, can increase exposure to the retrotympanic space.


STUDY DESIGN
Anatomical cadaveric observation study.


METHODS
Endoscopic dissection of cadaveric heads was undertaken. Classification of the superior and inferior retrotympanic area was performed. The anatomy of the stapedius muscle was described including relationships, depth, course, and angle with respect to the facial nerve. The pyramidal eminence and stapedius muscle were removed in all specimens and the exposure of the retrotympanum re-evaluated to determine if exposure of the region was increased.


RESULTS
In all cases (11 ears), the stapedius muscle was located medial and anterior to the mastoid portion of the facial nerve, with the second genu superior. The mean antero-posterior distance from the apex of the pyramidal eminence, which the stapedius tendon enters, to the stapes itself was 4.10 mm (range, 2.92-5.73 mm; standard deviation [SD] 0.90 mm). In all cases, irrespective of sinus tympani conformation, removal of the pyramidal eminence and stapedial bony crest in proximity to the facial nerve allowed exposure of the whole retrotympanic region, using a 0-degree endoscope.


CONCLUSIONS
The pyramidal eminence and stapedius muscle have a relatively constant relationship to the facial nerve. Removal of the stapedius muscle in the human cadaver model increases the exposure of the sinus tympani and subpyramidal space. Increased visualization in this region, may reduce risk of residual cholesteatoma in patients.",Nicholas Jufas;Daniele Marchioni;Alexander J Saxby;Jonathan H K Kong;Nirmal P Patel
930,Adrian Dalbert,"OBJECTIVE
To determine the correlation between intraoperative changes of electrocochleography (ECochG) responses and traumatic cochlear implant insertions as well as postoperative hearing loss.


METHODS
ECochG, radiological, and audiological data were collected prospectively in a cochlear implant recipient with otosclerosis and assumed cochlear trauma during electrode insertion. A systematic review was conducted within PubMed-NCBI, EMBASE, and the Cochrane Library using the terms ""Cochlear implant"" and ""Electrocochleography."" Original studies that evaluated intraoperative ECochG responses and postoperative hearing loss were selected and analyzed.


RESULTS
The case report revealed a drop of intra- and extracochlear ECochG signals during electrode insertion. The postoperative computed tomography scan suggested a scalar dislocation. There was no measurable hearing 4 weeks after surgery. Within the database search, nine articles met the inclusion criteria. All were case series reports (range from 2 to 36 subjects) with a total of 173 subjects. Due to the heterogeneous data, a meta-analysis was unfeasible.


CONCLUSIONS
In concordance with some findings in the literature, the presented case report suggests that a drop of intra- and extracochlear ECochG signals during the insertion of the electrode array is associated with cochlear trauma and postoperative hearing loss in some cases. However, the literature is inconclusive regarding the correlation between intraoperative changes of the ECochG signals and postoperative hearing preservation. More studies investigating the correlation are needed to provide sufficient data.",Peter Rohner;Christof Roosli;Dorothe Veraguth;Alexander Huber;Flurin Pfiffner
931,Malek H Bouzaher,"OBJECTIVES
Define the extent to which GJB2-related hearing loss is responsible for non-syndromic hearing loss (NSHL) in the Latino population.


METHODS
Preferred Reporting Items for Systematic Reviews and Meta-Analysis guidelines were followed. PubMed and MEDLINE were accessed from 1966 to 2019 using permutations of the MeSH terms: ""Hearing Loss,"" ""Hearing Impairment,"" ""Deafness,"" ""Latin American,"" ""Latino,"" ""GJB2,"" and ""Genetic."" Additionally, countries designated as Latino by the US Office of Management and Bureau were cross-referenced as key terms against the aforementioned search criteria. Exclusion criteria included non-English publications, a non-Latino study population, and literature not investigating GJB2. An allele frequency analysis of pathogenic GJB2 variants in the Latino population was performed and stratified by country of origin and reported ethnicity.


RESULTS
One hundred twenty two unique studies were identified of which 64 met our inclusion criteria. Forty three studies were included in the GJB2 systematic review. A total of 38 pathogenic GJB2 variants were identified across 20 countries in the Latino population. The prevalence of pathogenic GJB2 variants varied by country; however, were generally uncommon with the exception of c.35delG (p.Gly12Valfs*) which displayed an allele frequency of 3.1% in the combined Latino population; ranging from 21% in Colombia to 0% in Guatemala.


CONCLUSION
Variation in the prevalence of pathogenic GJB2 variants by country likely reflect the heterogeneous nature of ethnic ancestral contributions to the Latino population. Additional research utilizing next generation sequencing might aid in the development of assays for high throughput diagnosis of inherited hearing loss in the multitude of ethnic sub-groups that comprise this and other traditionally marginalized populations.",Cameron P Worden;Anita Jeyakumar
932,Shilpa Ojha,"OBJECTIVE
Dizziness is a major contributing factor to poor quality of life for patients with vestibular schwannoma (acoustic neuroma). We wished to review the literature on interventions for balance dysfunction in these patients.


DATA SOURCES
A systematic literature review was performed identifying studies that measured balance function before and after treatment for vestibular schwannoma. Data sources include Medline (1950-present), EMBASE (1974-present), Cochrane Library (issue 3, 2008), NHS Centre of reviews and dissemination, Clinical Evidence, Cochrane central register of controlled trial, and CINAHL.


STUDY SELECTION
A minimum follow-up of 6 months was required, to estimate long-term balance function. Eight articles were identified, including five studies with surgical intervention, two studies with stereotactic radiotherapy, and one comparing the two. Study design was generally poor with a high risk of bias. These studies all utilized the Dizziness Handicap Inventory (DHI) as a measure of pre- and postintervention balance function.


DATA EXTRACTION
Results showed that overall DHI scores are not statistically affected by intervention irrespective of modality (surgery or stereotactic radiotherapy). Patients selected with severe dizziness, who undergo surgery, improved postoperatively. No other studies for severe dizziness were noted for comparison.


CONCLUSIONS
Age, sex, and tumor size have no statistically significant effect on DHI outcomes, and no evidence to suggest which treatment modality has better dizziness related outcomes.No specific treatment modality was superior in terms of long-term balance function. Patients with severe dizziness may benefit from surgery, although no comparator studies were identified.",Philip J Clamp
933,Irene Aprile,"BACKGROUND AND PURPOSE
After stroke, only 12% of survivors obtain complete upper limb (UL) functional recovery, while in 30% to 60% UL deficits persist. Despite the complexity of the UL, prior robot-mediated therapy research has used only one robot in comparisons to conventional therapy. We evaluated the efficacy of robotic UL treatment using a set of 4 devices, compared with conventional therapy.


METHODS
In a multicenter, randomized controlled trial, 247 subjects with subacute stroke were assigned either to robotic (using a set of 4 devices) or to conventional treatment, each consisting of 30 sessions. Subjects were evaluated before and after treatment, with follow-up assessment after 3 months. The primary outcome measure was change from baseline in the Fugl-Meyer Assessment (FMA) score. Secondary outcome measures were selected to assess motor function, activities, and participation.


RESULTS
One hundred ninety subjects completed the posttreatment assessment, with a subset (n = 122) returning for follow-up evaluation. Mean FMA score improvement in the robotic group was 8.50 (confidence interval: 6.82 to 10.17), versus 8.57 (confidence interval: 6.97 to 10.18) in the conventional group, with no significant between-groups difference (adjusted mean difference -0.08, P = 0.948). Both groups also had similar change in secondary measures, except for the Motricity Index, with better results for the robotic group (adjusted mean difference 4.42, P = 0.037). At follow-up, subjects continued to improve with no between-groups differences.


DISCUSSION AND CONCLUSIONS
Robotic treatment using a set of 4 devices significantly improved UL motor function, activities, and participation in subjects with subacute stroke to the same extent as a similar amount of conventional therapy. Video Abstract is available for more insights from the authors (see the Video, Supplemental Digital Content 1, available at: http://links.lww.com/JNPT/A291).",Marco Germanotta;Arianna Cruciani;Simona Loreti;Cristiano Pecchioli;Francesca Cecchi;Angelo Montesano;Silvia Galeri;Manuela Diverio;Catuscia Falsini;Gabriele Speranza;Emanuele Langone;Dionysia Papadopoulou;Luca Padua;Maria Chiara Carrozza; 
